Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,ResponseID,race,first_of_many,gender,age,zip_code,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
1,0,1,0,1,0,0,0,1,R_b9K0jFJ8Lbw6YxT,White European,More likely to support,Female,31,4106,Associate degree,"$15,000-$24,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Stongly Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,Stongly Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,"Yes, this is  like  how I think about the ocean",This is  somewhat like  how I think about the ocean,This is  somewhat like  how I think about the ocean,"Yes, this is  very much like  how I think about the ocean",I hope that these wind turbines do happen and they do so with as little impact to the ocean as possible,43.62530518,-70.29550171,67.253.77.23,7/20/15 14:21,7/20/15 14:36,No,Very positive,Encouraged,No difference,None of the Above
1,2,1,2,2,0,0,1,1,R_b9PimRqCXlZZPuZ,,Less likely to support,Female,28,4263,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Every now and then, 5-10 times/year",Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,This is  somewhat like  how I think about the ocean,This is  somewhat unlike  how I think about the ocean,"No, this is  very unlike  how I think about the ocean","Yes, this is  like  how I think about the ocean",,44.22569275,-70.0062027,74.209.2.106,7/24/15 11:06,7/24/15 11:24,Yes,Neutral,Encouraged,No difference,None of the Above
1,0,0,2,2,0,2,2,1,R_b9rW9Ri4Zl2u7Xv,White European,No effect on my attitude,Female,48,3063,Bechelor degree,"$15,000-$24,999",Self-employed,"Yes, I am an MT worker ",Democratic party,,Never,Strongly Agree,Disagree,Agree,Disagree,Stongly Disagree,Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,"Yes, this is  like  how I think about the ocean",This is  somewhat like  how I think about the ocean,"No, this is  very unlike  how I think about the ocean","Yes, this is  very much like  how I think about the ocean",,42.97009277,-71.40480042,72.71.214.103,7/23/15 6:28,7/23/15 6:48,No,Positive,Encouraged,More likely,None of the Above
1,0,0,2,2,0,2,0,1,R_bClxERZDA7gvv0N,White European,More likely to support,Female,25,12204,Graduate degree or Professional degree ,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Sometimes, 10-20 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,,"Yes, this is  like  how I think about the ocean",This is  somewhat like  how I think about the ocean,This is  somewhat like  how I think about the ocean,,42.68659973,-73.72899628,74.76.198.227,7/20/15 11:24,7/20/15 11:32,Yes,Neutral,Tolerated,Less likely    ,None of the Above
1,0,1,1,1,0,0,0,1,R_bedlXxHaLECHU6V,White European,More likely to support,Female,28,6776,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Rarely, 1-5 times/year",Strongly Agree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,"Yes, this is  like  how I think about the ocean",This is  somewhat like  how I think about the ocean,"Yes, this is  like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean",,41.61230469,-73.41210175,75.135.113.48,7/27/15 17:30,7/27/15 17:46,Yes,Positive,Encouraged,Less likely    ,None of the Above
1,0,2,2,2,0,2,2,1,R_bEnSb3whMfZaP1H,White European,Less likely to support,Female,27,2134,Graduate degree or Professional degree ,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,This is  somewhat unlike  how I think about the ocean,"No, this is  very unlike  how I think about the ocean","No, this is  very unlike  how I think about the ocean","Yes, this is  like  how I think about the ocean",,42.36160278,-71.06739807,74.9.46.15,7/23/15 12:07,7/23/15 12:17,Yes,Positive,Tolerated,No difference,None of the Above
1,0,1,1,1,0,0,0,1,R_bfs8r8hkPXkEJGl,American Indian or Alaska Native ,No effect on my attitude,Male,38,3452,Associate degree,"Less than $10,000",Out of work,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Strongly Agree,"Yes, this is  very much like  how I think about the ocean","Yes, this is  like  how I think about the ocean",This is  somewhat like  how I think about the ocean,"Yes, this is  very much like  how I think about the ocean",Good survey!,42.86650085,-71.96050262,50.176.214.154,7/11/15 10:16,7/11/15 10:29,Yes,Very positive,Encouraged,More likely,None of the Above
1,0,1,0,0,0,0,1,1,R_bm6GrtBpNTeYNQp,White European,No effect on my attitude,Female,31,2135,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,This is  somewhat like  how I think about the ocean,This is  somewhat unlike  how I think about the ocean,This is  somewhat unlike  how I think about the ocean,"Yes, this is  like  how I think about the ocean",,42.35960388,-71.12870026,146.115.40.102,7/26/15 14:08,7/26/15 14:26,Yes,Very positive,Encouraged,No difference,None of the Above
1,0,1,2,1,0,1,0,1,R_bpvitqE4cXBkRKd,White European,More likely to support,Male,30,2830,High school graduate,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,,"Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean",Great survey! Thanks!,41.9730072,-71.64219666,68.14.66.149,7/12/15 18:05,7/12/15 18:14,Yes,Very positive,Encouraged,No difference,None of the Above
1,0,1,2,1,0,0,0,1,R_brNlZkLKzMOuUqV,White European,No effect on my attitude,Female,43,1245,Bechelor degree,"$25,000-$34,999",Self-employed,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean","Yes, this is  like  how I think about the ocean","Yes, this is  like  how I think about the ocean",,42.63420105,-72.6026001,72.79.197.116,7/20/15 14:40,7/20/15 14:48,Yes,Positive,Tolerated,No difference,None of the Above
1,0,1,1,1,1,0,0,1,R_bybYkahi5ayo1ox,White European,No effect on my attitude,Female,53,2050,Graduate degree or Professional degree ,"$15,000-$24,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Stongly Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Stongly Disagree,Strongly Agree,Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,"Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean",This is  somewhat like  how I think about the ocean,"Yes, this is  very much like  how I think about the ocean","I'm still so unsure of the wind turbines.  I dislike the look, that is for sure and see more and more on land.  I think I'd rather not have them in the ocean, although we do have great wind here! /  / All the best with your research.",42.11120605,-70.71269989,50.189.242.217,7/11/15 15:18,7/11/15 15:33,Yes,Neutral,Tolerated,Less likely    ,None of the Above
1,0,1,1,1,0,0,0,1,R_byMQ3iVmIqbgNUh,White European,More likely to support,Female,54,3086,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Neither Agree nor Disagree,Stongly Disagree,Agree,Disagree,Agree,Agree,Stongly Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,"Yes, this is  very much like  how I think about the ocean",This is  somewhat like  how I think about the ocean,"Yes, this is  like  how I think about the ocean","Yes, this is  like  how I think about the ocean",,42.90499878,-71.78150177,69.128.213.213,7/24/15 15:10,7/24/15 15:22,Yes,Very positive,Encouraged,Much more likely,None of the Above
1,1,1,2,1,1,2,0,1,R_cN2EX7Fmw5AK5W5,White European,More likely to support,Female,38,6902,Graduate degree or Professional degree ,"$175,000-$199,999",A homemaker ,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,This is  somewhat like  how I think about the ocean,This is  somewhat unlike  how I think about the ocean,This is  somewhat unlike  how I think about the ocean,"Yes, this is  like  how I think about the ocean",,41.06100464,-73.54290009,24.184.222.111,7/22/15 18:22,7/22/15 18:40,No,Very positive,Encouraged,No difference,None of the Above
1,0,1,0,0,0,0,0,1,R_cPadPm027lzVned,White European,Much more likely to support,Male,30,4357,Associate degree,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is  very much like  how I think about the ocean",This is  somewhat like  how I think about the ocean,"Yes, this is  like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean",,44.12339783,-69.83190155,74.65.133.194,7/13/15 7:27,7/13/15 7:39,Yes,Very positive,Encouraged,No difference,None of the Above
1,0,0,1,1,0,0,0,1,R_cuonXDpuAwB7EUd,"Hispanic, Latino or Spanish",More likely to support,Female,21,6854,Some college credit ,"Less than $10,000",Student,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,"No, this is  very unlike  how I think about the ocean","No, this is  very unlike  how I think about the ocean","No, this is  very unlike  how I think about the ocean",This is  somewhat like  how I think about the ocean,,41.14489746,-73.34279633,68.196.26.93,7/16/15 21:34,7/16/15 21:41,No,Neutral,Not sure,More likely,None of the Above
1,0,1,1,1,0,0,0,1,R_d0Vkm9FXus6u2Xj,White European,More likely to support,Male,59,2878,Bechelor degree,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,This is  somewhat like  how I think about the ocean,This is  somewhat unlike  how I think about the ocean,This is  somewhat unlike  how I think about the ocean,This is  somewhat like  how I think about the ocean,,41.60920715,-71.17440033,72.215.48.154,7/25/15 10:03,7/25/15 10:15,Yes,Very positive,Encouraged,No difference,None of the Above
1,0,1,1,0,0,0,1,1,R_d6Gd6yVxVpfiIjb,White European,More likely to support,Female,54,2886,High school graduate,"$35,000-$49,999",A homemaker ,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,"Yes, this is  very much like  how I think about the ocean","Yes, this is  like  how I think about the ocean",This is  somewhat like  how I think about the ocean,"Yes, this is  like  how I think about the ocean",,41.70500183,-71.46040344,100.40.102.45,7/22/15 14:59,7/22/15 15:20,No,Very positive,Encouraged,No difference,None of the Above
1,0,1,0,1,0,1,0,1,R_dg67SVAkMvbqjNH,White European,No effect on my attitude,Male,19,3079,Some college credit ,"Less than $10,000",Student,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is  very much like  how I think about the ocean",This is  somewhat like  how I think about the ocean,"Yes, this is  like  how I think about the ocean","Yes, this is  like  how I think about the ocean",,40.40240479,-3.692398071,188.78.200.159,7/25/15 10:19,7/25/15 10:29,Yes,Positive,Tolerated,No difference,None of the Above
1,0,1,2,1,0,1,2,1,R_dnCWkQjzaAdOzxb,White European,No effect on my attitude,Male,60,2190,Some college credit ,"$75,000-$99,999",Out of work,"Yes, I am an MT worker ",Republican party,,"Sometimes, 10-20 times/year",Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Stongly Disagree,Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,This is  somewhat like  how I think about the ocean,This is  somewhat like  how I think about the ocean,This is  somewhat like  how I think about the ocean,This is  somewhat like  how I think about the ocean,ty,42.20680237,-70.9552002,24.91.33.206,7/11/15 14:07,7/11/15 14:16,Yes,Very positive,Encouraged,No difference,None of the Above
1,0,1,1,1,0,0,0,1,R_eaDEHuW687d6R37,Asian,More likely to support,Female,24,2215,Bechelor degree,"$15,000-$24,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,This is  somewhat like  how I think about the ocean,"Yes, this is  very much like  how I think about the ocean",This is  somewhat like  how I think about the ocean,"Yes, this is  very much like  how I think about the ocean",,42.37309265,-71.0161972,71.174.43.111,7/25/15 20:14,7/25/15 20:24,No,Very positive,Not sure,No difference,None of the Above
1,0,0,0,0,0,1,1,1,R_eDqbEJUdasHpmU5,White European,No effect on my attitude,Male,22,6883,Some college credit ,"$150,000-$174,999",Student,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,"Yes, this is  like  how I think about the ocean",This is  somewhat unlike  how I think about the ocean,This is  somewhat unlike  how I think about the ocean,"Yes, this is  like  how I think about the ocean",none,40.76939392,-73.96089935,184.153.17.19,7/22/15 18:41,7/22/15 18:47,Yes,Very positive,Tolerated,Much less likely,0
1,0,1,2,2,0,2,2,1,R_ekEg6o8P5Tlsx6d,White European,More likely to support,Male,34,3857,Graduate degree or Professional degree ,"$150,000-$174,999",Employed for wages,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,This is  somewhat like  how I think about the ocean,This is  somewhat like  how I think about the ocean,This is  somewhat like  how I think about the ocean,This is  somewhat like  how I think about the ocean,,42.96609497,-70.98809814,75.67.99.121,7/11/15 19:42,7/11/15 19:54,Yes,Positive,Tolerated,No difference,0
1,0,1,1,1,0,0,0,1,R_el22tcAF8oylTmJ,White European,Much more likely to support,Female,38,2370,High school graduate,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,"Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean","No, this is  very unlike  how I think about the ocean","Yes, this is  like  how I think about the ocean",,42.50509644,-71.20469666,157.93.242.51,7/13/15 6:29,7/13/15 6:35,Yes,Very positive,Encouraged,Much more likely,None of the Above
1,0,2,2,2,1,2,2,1,R_emLV4M5pLY6VEdT,White European,No effect on my attitude,Female,19,1886,Some college credit ,"$125,000-$149,000",Student,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is  very much like  how I think about the ocean",This is  somewhat like  how I think about the ocean,This is  somewhat like  how I think about the ocean,"Yes, this is  very much like  how I think about the ocean",,42.45860291,-71.35970306,71.192.10.94,7/20/15 10:41,7/20/15 10:49,No,Very positive,Encouraged,Much less likely,None of the Above
1,1,0,0,0,1,1,1,1,R_emoq3AYZhc0zEr3,White European,Much more likely to support,Female,35,3110,Bechelor degree,"$150,000-$174,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,This is  somewhat like  how I think about the ocean,This is  somewhat unlike  how I think about the ocean,"No, this is  very unlike  how I think about the ocean","Yes, this is  like  how I think about the ocean",thank you for looking into this. The Cape Cod wind farm has created a lot of controversy here!,42.93960571,-71.53530121,24.218.118.6,7/27/15 12:56,7/27/15 13:05,Yes,Very positive,Encouraged,No difference,None of the Above
1,0,0,0,0,0,1,1,1,R_eOHNNDC7HcZ8szr,White European,No effect on my attitude,Male,31,2446,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,"Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean",,42.32209778,-71.13339996,209.6.131.193,7/11/15 21:23,7/11/15 21:28,Yes,Very positive,Encouraged,No difference,0
1,0,1,1,1,0,0,0,1,R_ezFAqUG11Mqi0v3,Asian,Much more likely to support,Female,32,60602,Bechelor degree,"$50,000-$74,999",A homemaker ,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean","Yes, this is  very much like  how I think about the ocean",This is  somewhat like  how I think about the ocean,"I come across people who don't care about the environment almost every other day. Their attitude goes like this - if its a little hot, switch the AC on; if it is cold, switch the heater on; if you have money, buy any number of cars, even you need just one or don't need one at all; open the tap/shower in full force and just don't bother to control the water flow; leave the lights on only to create an ambience even when there is plenty of sunlight available; Do all kinds of exercise, in the name of exercise alone - walk, run, jump, dance and what not, but never 'walk' to a nearby store!; Lastly, give the excuse that one person alone cannot create any difference.",42.0092926,-88.09259796,24.14.67.200,7/14/15 9:17,7/14/15 9:46,Yes,Very positive,Encouraged,No difference,None of the Above
