ID,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,white,female,age,univ_degr,income,wages,self-emp,pol_dem,pol_ind,pol_rep,coast_rec,mean_nep,mean_rel,mean_met,mean_inst,mean_mor,att_w_US,oper,const_st,wf_rec,sup,opp,dis,skep,int,af,con,cur,ap,enth,app,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,extract_r_ins,loss_r_ins,decade_r_mor,comm_rel,wild_rel,clean_inst,tech,tech_r,iden_rel,kin_rel,right_r_mor,health_rel,other_rel,kin_met,resp_met,iden_met,other_met,feedback,lat,long,zip_code,ResponseID,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24
119,2,1,1,0,1,1,1,1,1,1,0,30,0,2,0,0,1,0,0,0,4.2,5,1,3,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,2,4,2,5,5,5,5,1,5,5,4,5,5,1,1,1,1,Very interesting survey. I think wind farms will be a huge part of sustainable energy in the future. ,41.30220032,-73.38829803,4101,R_4ZmRsf3Jg7xcJdH,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
120,2,1,1,2,2,1,1,1,2,1,1,39,1,7,1,0,0,1,0,1,4.8,4.33,1.25,3.33,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,4,5,5,5,5,5,4,2,5,5,5,1,5,1,1,2,1,,42.25959778,-71.47029877,6078,R_55qQpaisGvSjSS1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
121,2,1,1,0,1,1,1,1,0,1,0,31,1,6,0,1,0,1,0,0,3.4,3.5,2.25,3,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,2,4,3,3,3,5,3,3,4,4,4,3,4,3,2,2,2,"no feedback, good survey. ",41.75270081,-72.75849915,2832,R_5bBg3UlRcT9zQXz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
122,2,2,2,2,2,2,2,2,2,1,0,28,0,3,1,0,1,0,0,1,3.8,3.83,1.5,3.67,3,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,3,5,3,3,4,4,4,4,4,1,2,2,1,"None, thank you!",41.70500183,-71.46040344,1610,R_5Bzvn7OZ1Ql7D1z,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
123,2,1,1,0,1,1,1,1,1,1,1,30,1,1,0,0,1,0,0,0,5,4,2.75,3.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,5,5,4,5,5,1,5,5,4,5,1,5,3,2,4,2,,42.12350464,-72.63990021,1027,R_5cGeZbsxb2e2HEF,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
124,2,1,1,0,1,1,1,1,0,0,1,23,1,3,0,0,1,0,0,0,4.4,3.5,3.25,3.67,2.5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,4,2,1,4,4,2,4,4,2,2,4,5,4,5,3,3,5,2,,41.76939392,-71.46759796,1824,R_5nbEs2ZclGiccqp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
125,2,1,1,0,1,1,1,1,0,0,0,18,0,5,1,0,0,1,0,0,4.6,4,2,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,2,4,4,5,5,5,5,1,4,4,4,1,5,2,2,3,1,,44.65899658,-68.91999817,1930,R_5u22Vyg67iBFZVb,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
126,2,1,1,0,1,1,1,1,1,1,0,30,1,5,1,0,0,0,0,1,4.8,3.5,1.5,4,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,3,2,4,4,3,5,4,2,5,4,5,1,4,2,1,1,2,,41.34179688,-73.23169708,1440,R_5w439KNNQxKMf9H,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
127,2,1,1,0,2,1,1,0,0,0,0,40,0,5,1,0,0,1,0,1,3.6,2.17,5,3,3,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,2,3,3,3,1,4,2,4,1,2,3,2,4,5,5,5,5,,43.66059875,-70.53209686,1129,R_5yVMo4tqkV1of3L,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
128,2,1,1,0,1,1,1,1,1,1,0,35,1,6,0,1,1,0,0,0,4.8,4.17,1,2.67,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,2,5,5,4,4,5,2,4,5,5,5,2,5,1,1,1,1,,44.08610535,-70.24340057,2171,R_6DalweIymPAufM9,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
129,2,1,1,0,2,1,1,1,2,1,0,30,1,10,0,0,0,0,1,1,4.2,3.5,2.5,3,2.5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,4,3,5,2,3,3,5,3,3,5,4,3,3,3,2,2,3,3,,42.33309937,-71.09570313,6119,R_6L1FceTSxoVJpmR,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
130,2,1,1,2,2,1,1,1,1,1,1,31,1,8,0,0,1,0,0,0,4.6,4.33,1.5,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,5,3,5,5,5,5,5,4,2,5,5,5,1,5,2,1,2,1,This was a very interesting survey.,39.18569946,-78.16329956,6712,R_6nfI0zvXDXzSLhr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
131,2,1,1,0,1,1,1,1,0,1,1,21,0,1,1,0,1,0,0,1,4.4,4.67,2,2.67,3,1,1,1,3,1,0,0,0,1,0,0,1,0,1,1,5,3,5,4,5,2,5,4,5,5,5,3,3,5,5,4,3,5,3,1,3,1,,41.66130066,-70.29879761,6790,R_6rEMPZ6jxEWzWpn,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
132,2,1,1,0,1,1,1,1,1,1,1,26,1,6,1,0,0,1,0,1,2.8,4.17,2.25,3,2.5,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,4,2,1,4,3,3,5,3,5,4,5,3,3,3,5,4,3,5,2,2,3,2,,41.67340088,-71.15110016,3032,R_6rJc8bEtejdvTJr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
133,2,1,1,0,0,0,1,1,0,1,1,23,1,5,1,0,0,1,0,0,3.8,4.5,1.75,3.33,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,5,4,5,4,5,4,5,3,3,5,5,4,3,5,2,1,3,1,Very clear easy to understand survey,42.94030762,-71.4434967,4282,R_6rN52dcPT1pH0wZ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
134,2,1,1,2,2,2,1,2,2,1,1,28,1,5,1,0,0,1,0,1,4,3.83,1.25,3.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,4,3,5,3,3,4,4,4,4,4,1,1,2,1,,41.80799866,-72.25099945,4042,R_6S9623OwcAKEcFn,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
135,2,1,1,0,2,1,1,1,2,1,0,19,0,7,0,0,0,1,0,0,4.2,4.17,2.25,3.33,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,3,4,5,4,4,5,4,2,5,5,5,2,5,3,1,3,2,,43.19979858,-71.69539642,6896,R_74jwdrwcyshimix,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
136,2,1,1,0,1,1,1,1,0,1,0,39,1,8,1,0,0,1,0,1,4.4,4.17,2.5,3,3.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,4,3,5,5,5,4,5,2,4,5,5,4,2,4,3,2,3,2,,41.17370605,-73.1364975,1830,R_77BfnjlVOWOW1y5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
137,2,1,1,0,2,1,1,0,0,1,0,26,0,4,0,0,0,1,0,0,3.8,3.5,3,3.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,3,2,4,4,4,4,3,3,3,3,4,3,4,3,3,3,3,,40.97079468,-80.3010025,2145,R_78HXVWjXQKQgbrv,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
138,2,1,1,2,2,1,1,1,1,1,0,25,1,7,1,0,1,0,0,0,3,3.33,2.75,3.67,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,3,2,2,2,4,2,5,5,1,3,4,4,3,4,3,2,3,3,,44.40510559,-69.75669861,28211,R_7OoNH8Qb3uBnaW9,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
139,2,1,1,0,1,1,1,1,0,1,1,21,0,8,1,0,0,1,0,0,4,4.33,2.5,4,3.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,5,3,2,4,5,5,5,4,2,5,4,3,2,5,3,2,3,2,I enjoyed it very much.  Good luck!,42.53349304,-71.10359955,1463,R_7R3j2aVNBbOKO21,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
140,2,1,1,0,1,1,1,1,1,0,1,45,1,5,1,0,0,1,0,1,4.4,3.67,2.25,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,3,5,5,3,4,5,2,4,5,4,5,1,5,2,2,2,3,,41.76939392,-71.46759796,1721,R_7Vhp1Tuopm40rFX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
141,2,1,1,0,1,1,1,1,0,1,1,43,1,7,1,0,1,0,0,0,4.4,3.5,2.25,3.67,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,5,4,4,5,4,4,5,3,3,4,4,5,1,4,2,2,3,2,none,42.29910278,-72.27570343,1752,R_86RtqwQWvDwihUN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
142,2,1,1,2,1,1,1,1,1,1,1,27,1,7,0,0,1,0,0,1,4.6,3.67,1.75,2.67,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,5,2,4,5,4,5,4,2,4,4,4,5,1,4,2,1,3,1,None at this time.,43.81719971,-70.17829895,4062,R_8bL6I05G7NV5TqB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
143,2,1,1,0,1,1,1,1,1,0,0,19,0,1,1,0,0,1,0,1,4,3.83,2,3.33,2.5,1,1,1,4,1,0,0,0,1,0,0,0,0,1,1,5,2,5,4,4,4,5,3,4,4,5,5,1,4,5,4,1,5,2,2,3,1,Thanks!,41.96789551,-71.47589874,2324,R_8BQwbFdBUl9Ps8t,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
144,2,0,0,0,0,0,0,0,0,1,0,26,1,4,1,0,0,0,0,0,3.2,3,2.75,3,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,,42.84959412,-72.66439819,6107,R_8dJVk5zGuA4Ncmp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
145,2,1,1,2,2,1,1,2,2,1,1,48,1,6,1,0,0,1,0,0,3.8,3.5,2.25,3.33,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,2,4,2,2,3,2,Very interesting!,42.0796051,-71.03820038,1845,R_8HVtyNezMgl4FFj,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
146,2,1,1,2,2,1,1,2,2,0,0,29,1,6,1,0,1,0,0,1,3,3.67,2.5,3.33,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,4,2,2,2,4,3,4,5,1,4,5,4,2,4,3,2,2,3,"As someone who loves the ocean/beach, I enjoyed this survey and was happy to give my input on these questions.",42.19119263,-71.77890015,2905,R_8i6VbbG38Fmci2N,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
147,2,1,1,2,2,1,1,1,1,1,1,54,0,6,1,0,0,1,0,1,3.4,3.67,2,3.33,3,2,2,5,3,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,4,3,4,4,4,4,5,3,3,4,4,4,2,4,2,2,2,2,,44.5677948,-69.21900177,1085,R_8ohSCJwYDSbirQN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
148,2,1,1,0,1,0,1,0,0,0,1,28,1,7,1,0,1,0,0,1,4.6,3.5,2.75,5,3.5,1,2,2,2,1,0,0,0,1,0,1,0,0,0,1,5,4,5,4,5,5,1,5,4,4,5,3,3,4,3,4,1,5,3,3,3,2,,41.36860657,-71.86370087,2120,R_8ojl9YrzpZYuk4t,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
149,2,0,0,0,0,0,0,0,0,1,1,45,1,5,1,0,1,0,0,0,3,3.5,3,4,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,3,3,1,3,3,3,4,4,2,3,4,4,3,5,3,3,3,3,,46.68850708,-67.9910965,4740,R_9EPzxpmB2vpiQCN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
150,2,1,1,0,0,0,1,0,0,1,1,42,0,5,1,0,0,0,0,1,3.4,3.5,2.5,3,3,1,3,5,2,0,0,0,1,1,0,1,1,0,0,0,5,3,2,2,5,2,3,4,4,3,4,2,4,4,4,4,2,4,3,3,2,2,I'm also concern since i'm am renewable energy worker. Me must keep our environment safe.,48.08329773,-1.683303833,6615,R_9mpG8C9qo1cIqrz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
151,2,1,1,0,1,1,1,1,0,1,1,26,0,1,1,0,0,1,0,0,5,3.33,3,3.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,4,4,5,3,5,3,3,3,3,4,1,5,4,2,5,1,none,42.18609619,-72.52549744,4240,R_9pJg1YTxQCcX6Yd,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
152,2,1,1,0,1,1,1,1,1,0,1,22,0,2,0,0,1,0,0,0,3.4,3.17,3,4,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,3,3,2,5,3,3,5,5,1,3,4,5,1,5,4,3,4,1,,42.28300476,-71.12090302,2467,R_9YqueA12icepNPv,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
153,2,1,1,0,0,1,1,0,0,1,1,21,1,1,1,0,0,1,0,0,4.2,3.67,2,3,3,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,2,4,3,5,4,5,2,4,4,4,3,1,4,1,2,3,2,,42.33059692,-72.63059998,2910,R_a2HfDjdqyEhkt3T,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
154,2,1,1,0,1,1,1,1,1,1,1,23,0,2,1,0,0,1,0,0,5,4.33,1.75,3.67,3,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,1,5,2,1,3,1,,41.55149841,-72.99269867,3049,R_a95ajFzwK6sha0R,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
155,2,1,0,0,1,1,1,0,0,1,0,21,0,7,0,0,1,0,0,0,4,3.33,2,3.33,3,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,2,4,4,4,4,2,4,2,4,4,2,4,,2,2,2,None,38.85940552,-90.47579956,2904,R_afqYVUFMoHSxxfT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
156,2,1,1,1,1,0,1,1,0,1,0,58,0,3,0,0,1,0,0,0,4.6,4,2.5,4.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,5,4,1,5,4,4,4,4,2,5,4,5,2,5,3,2,3,2,,42.53840637,-71.48529816,4093,R_ahCqfjWZyn1YwPH,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
157,2,1,1,0,2,0,1,0,2,1,0,21,0,4,1,0,1,0,0,1,2.6,3.5,2.75,3.33,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,4,4,2,4,2,4,4,2,3,4,2,4,4,3,3,4,1,,42.96609497,-70.98809814,4496,R_aY4SBJKtQSyF0vX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
158,2,1,1,0,0,1,1,1,0,1,0,26,1,5,0,0,0,0,1,0,4.4,3.67,3.25,3,3.5,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,5,3,5,4,4,2,5,3,3,4,4,3,4,4,4,3,5,1,,39.10229492,-96.52459717,2143,R_aY7FOdPNPZCH22F,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
159,2,2,2,2,2,2,2,2,2,1,0,44,1,7,0,0,1,0,0,1,2,2.5,4.75,3,3,1,3,2,3,0,0,0,1,1,0,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,3,4,5,5,5,4,I grew up sailing and I served 7 years in the Coast Guard. Protection of the ocean and the environment as a whole is very important to me.,33.90089417,-118.0073013,29420,R_aYurtBVHOkIhPwh,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
160,2,1,1,1,1,1,1,1,0,1,0,20,0,2,1,0,1,0,0,1,4.4,3.67,2.75,3.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,4,4,5,5,3,4,5,4,2,4,4,5,2,5,3,1,4,3,,41.70500183,-71.46040344,1375,R_b3GxGMw8QThLyBv,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
161,2,1,1,2,2,2,2,2,2,0,1,27,1,6,1,0,0,1,0,0,2,3.5,3,3.33,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,4,4,4,4,3,3,3,4,4,2,4,4,2,4,2,,41.67829895,-71.27079773,6615,R_b7b4q1XNdpUpzed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
162,2,1,1,0,2,1,1,1,1,1,0,28,1,5,1,0,1,0,0,1,3.6,4.33,2.25,2.33,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,1,5,4,5,5,5,4,2,4,4,2,4,4,3,2,3,1,,42.30589294,-71.08589935,4042,R_b8wu6cwP3lxBOJv,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
163,2,1,1,2,2,1,1,1,1,1,1,39,1,5,0,0,0,1,0,0,4.4,4.33,1,3.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,4,4,4,4,5,5,5,3,3,5,5,4,1,5,1,1,1,1,,41.83790588,-71.39320374,8816,R_bNTkn5kWlYmrCuN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
164,2,1,1,0,0,1,1,1,0,1,0,23,0,8,1,0,1,0,0,1,4.8,4.5,1.5,2.67,3,1,1,1,3,1,0,0,0,1,0,0,0,0,1,1,5,4,5,5,5,2,5,5,4,4,5,3,3,4,5,5,5,5,2,1,2,1,,41.69700623,-71.52539825,4240,R_bOYzr86DXvb249n,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
165,2,1,1,0,1,1,1,1,0,1,0,39,1,9,0,0,0,0,0,1,3.8,3.33,3.5,3.33,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,2,3,3,4,3,5,3,3,2,3,4,3,5,4,3,5,2,,41.34519958,-72.1088028,1810,R_bPWsuZu6tR2NS17,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
166,2,1,1,0,1,1,1,1,0,1,0,28,0,1,1,0,1,0,0,0,4.8,4.83,1.25,3,3.5,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,3,5,5,5,5,5,5,1,5,5,4,4,5,1,1,2,1,,42.2736969,-71.08999634,4217,R_cA54GCklhlgeoOF,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
167,2,1,1,0,1,1,1,1,2,1,0,33,1,1,1,0,0,1,0,1,4.2,3.33,3,2.67,2.5,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,3,2,5,4,4,5,5,2,4,3,2,5,2,4,4,1,5,2,,42.20680237,-70.9552002,2093,R_cBIdhWeV5SUWtKd,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
168,2,1,1,0,2,2,2,0,2,1,1,24,1,5,0,0,1,0,0,0,4.8,3.83,1.5,3.33,3.5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,4,5,5,4,4,5,4,2,4,4,4,2,5,2,1,2,1,,41.76150513,-71.51799774,6511,R_cBJqORad18yFTk9,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
169,2,1,1,0,0,1,1,0,0,1,0,27,0,2,1,0,0,1,0,0,4.2,4.5,2,3.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,2,2,3,5,5,4,4,2,4,4,3,4,5,2,2,2,2,,38,-97,2780,R_cC77pr8ZV3WENs9,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
170,2,1,1,2,2,,1,1,2,1,1,25,0,3,0,0,0,1,0,1,3,4.17,1.5,3.33,2.5,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,,3,4,5,4,4,4,5,3,3,4,5,5,3,5,2,1,2,1,,42.41630554,-70.99690247,2601,R_cRPwpnnPEe45Yax,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
171,2,1,1,0,1,1,1,0,1,1,0,42,1,6,1,0,0,1,0,0,4.8,4.17,1,3,3.5,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,3,5,5,5,4,5,4,2,5,5,4,1,5,1,1,1,1,,42.31590271,-71.05590057,2215,R_cSJ1RbHQafhfw2x,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
172,2,1,1,0,2,1,1,0,0,1,0,25,1,6,1,0,0,1,0,1,5,3.67,2,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,4,4,4,3,5,5,1,4,4,4,2,5,2,2,1,3,"Great Survey, It was very interesting! / ",44.08610535,-70.24340057,1915,R_cVkumCviUibfpwV,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
173,2,1,1,0,2,1,1,1,0,1,0,22,1,1,0,0,0,1,0,1,5,3.17,1.75,3.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1,1,5,5,5,5,2,4,1,3,5,2,3,3,1,1,2,,42.03959656,-71.53050232,2120,R_d1hqGSfRusB2WYB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
174,2,1,1,0,2,0,2,0,2,0,0,22,0,1,1,0,0,1,0,1,3.8,3.33,4,3,3,1,1,2,3,1,0,0,0,1,0,0,1,0,0,0,5,4,3,3,4,3,4,4,4,4,4,4,2,2,3,4,3,4,4,3,5,4,,42.34509277,-71.09929657,2481,R_d3WFRxD01cWJHQp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
175,2,0,1,0,0,0,0,1,0,1,1,45,1,5,0,1,1,0,0,1,3.4,4.33,5,4.33,3,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,1,5,5,3,5,3,3,5,5,5,3,5,5,5,5,5,,41.28640747,-72.79560089,4740,R_d6ETQfzFpqQymhL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
176,2,1,1,0,1,1,1,1,1,1,0,19,0,12,0,0,0,0,1,0,5,3.67,1.75,3.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,5,5,4,4,5,2,4,4,4,5,1,5,2,1,3,1,,41.70370483,-72.66280365,2466,R_e2uMOfaQ2XNjhyZ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
177,2,1,1,0,2,1,1,1,1,1,1,52,1,2,1,0,0,1,0,0,4.2,4,2.75,3.67,3.5,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,1,5,5,5,5,5,3,4,5,4,2,4,5,4,3,5,3,1,3,4,no comment,41.68159485,-72.94049835,1923,R_e3cyMfhBdMk6D3L,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
178,2,1,1,0,1,1,1,1,1,1,0,24,0,2,0,0,0,0,0,1,4.8,4,3.5,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,3,5,4,5,5,5,1,5,5,4,4,1,4,3,3,5,3,None.,42.28300476,-71.12090302,1002,R_eLqKxoiUzn5lum1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
179,2,1,1,2,2,1,1,1,2,0,1,22,1,2,1,0,1,0,0,1,2.6,3.17,3.5,3.33,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,2,2,2,2,4,2,4,2,4,3,4,2,2,4,4,3,4,3,"I live at the beach less than 1000 feet from the water. During times I lived inland, I missed the beach way beyond what I expected so when I could return, I wasted no time relocating. Wind turbines are a big point of conflict with some folks but I'd rather that be in my back yard than that nuke south of Plymouth. / Very interesting. Thanks!",41.76359558,-70.71600342,2215,R_eR5IEwHotx12nVb,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
