ResponseID	IPAddress	StartDate	EndDate	finished	att_w_US	oper	const_st	wf_rec	sup	opp	dis	skep	int	af	con	cur	ap	enth	app	att1	first_st	gender	age	zip	zip2	ethnic_or	White European	Other	Other_TEXT	edu	income	employ	att2	pol	pol_other	rec	abuse_nep	bal_r_nep	crisis_r_nep	spaceship_nep	bau_nep	extract_r_ins	loss_r_ins	decade_r_mor	comm_rel	wild_rel	clean_inst	tech	tech_r	iden_rel	kin_rel	right_r_mor	health_rel	other_rel	kin_met	resp_met	iden_met	other_met	mean_nep	mean_rel	mean_met	mean_inst	mean_mor	feedback	lat	long
R_eR5IEwHotx12nVb	66.31.138.134	7/23/15 10:04	7/23/15 10:17	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	22	2215	2215	"Hispanic, Latino or Spanish"	1	0		6	2	1	4	1		4	2	3	4	2	2	2	2	2	4	2	4	2	4	3	4	2	2	4	4	3	4	3	2.6	3.17	3.5	3.33	3		42.34959412	-71.07460022
R_6P5qGwDAlA0tRM9	96.233.85.184	7/26/15 16:20	7/26/15 16:29	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	33	2301	2301	White European	1	0		7	6	1	4	3		3	4	3	4	4	5	3	4	4	4	4	5	4	2	4	4	4	2	4	3	2	3	2	4	3.67	2.5	3.33	3	Very interesting!	42.0796051	-71.03820038
R_8BQwbFdBUl9Ps8t	204.144.15.5	7/15/15 9:15	7/15/15 9:24	1	1	1	1	4	1	0	0	0	1	0	0	0	0	1	1	0	5	2	19	2324	2324	American Indian or Alaska Native 	1	0		4	1	5	4	1		3	5	2	5	4	4	4	5	3	4	4	5	5	1	4	5	4	1	5	2	2	3	1	4	3.83	2	3.33	2.5		42.0644989	-71.08709717
R_a2z0hWSnOiQQHKB	108.20.24.245	7/23/15 17:17	7/23/15 17:28	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5	1	66	2347	2347	White European	1	0		6	4	6	4	1		3	5	5	5	5	5	5	5	5	5	5	5	2	4	5	5	5	1	5	1	1	2	1	5	4.33	1.25	3.67	3	"I think that climate change is so far advanced that it will be impossible to stop but we have to do what we can-now, not later."	41.84350586	-70.96520233
R_2uhPW86zEamu8ap	75.67.121.24	7/16/15 19:00	7/16/15 19:07	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	45	2360	2360	White European	1	0		3	4	4	4	3		1	4	3	3	4	4	2	3	3	4	3	5	4	2	3	3	3	2	4	3	3	3	2	3.6	3.17	2.75	3.33	3	na	41.87339783	-70.63939667
R_5cKUhdhMsebiGlT	66.87.124.171	7/12/15 21:31	7/12/15 21:46	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	27	2364	2364	White European	1	0		3	4	1	4	3		2	4	2	4	2	4	2	4	4	5	4	5	2	4	5	5	4	1	4	2	3	1	1	3.2	4	1.75	3	3	Thanks!	41.96789551	-71.47589874
R_74LJ8nixoVPRv81	108.20.206.217	7/14/15 6:28	7/14/15 6:37	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	3	2	41	2364	2364	White European	1	0		3	6	1	4	2		2	4	4	2	3	4	2	3	4	4	4	5	3	3	4	4	4	2	4	2	2	2	2	3.4	3.67	2	3.33	3	none	41.978302	-70.74669647
R_79BO6LOktjfGe2x	108.20.206.217	7/27/15 18:08	7/27/15 18:15	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	4	2	41	2364	2364	White European	1	0		3	6	1	4	2		1	4	4	3	4	4	2	4	4	3	4	5	2	4	4	4	4	2	4	2	2	2	2	3.8	3.5	2	3	3		41.978302	-70.74669647
R_1OhvFkVJPErdUc5	63.137.150.235	7/12/15 19:05	7/12/15 19:17	1	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	21	2368	2368	Black or African American	0	0		4	6	1	4	1		3	4	4	3	4	4	3	4	3	3	3	4	3	3	2	3	3	3	3	4	4	4	3	3.8	2.83	3.75	3	3		38.6499939	-90.53340149
R_eaffsMkag0wCfOJ	172.89.139.59	7/26/15 21:37	7/26/15 22:00	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	28	2368	2368	White European	1	0		6	6	5	4	1		1	4	4	5	3	4	3	4	4	5	3	5	4	2	3	4	4	1	4	3	2	2	2	4	3.33	2.25	3.33	3	I grew up sailing and I served 7 years in the Coast Guard. Protection of the ocean and the environment as a whole is very important to me.	33.90089417	-118.0073013
R_el22tcAF8oylTmJ	157.93.242.51	7/13/15 6:29	7/13/15 6:35	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	1	5	1	38	2370	2370	White European	1	0		3	4	1	4	1		1	5	1	1	5	5	1	5	1	4	2	5	5	1	2	5	1	2	5	1	1	5	2	3.4	3.33	2.25	2.33	3		42.50509644	-71.20469666
R_b2x0tNPKzE8S4Qt	98.216.87.92	7/23/15 18:11	7/23/15 18:19	1	1	1	2	3	1	0	0	0	0	0	0	1	0	1	0	0	3	1	20	2375	2375	White European	1	0		4	8	5	4	1		1	5	4	5	5	5	5	4	5	4	4	5	4	2	4	4	4	2	5	3	1	2	2	4.8	3.83	2	4	3.5		42.25959778	-71.47029877
R_5nkEqpFxUMekQIt	173.48.139.240	7/10/15 17:26	7/10/15 17:34	1	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	18	2420	2420	Asian	0	0		4	9	5	4	2		3	4	4	2	2	2	2	2	2	2	2	4	4	2	1	1	2	4	4	5	5	5	3	2.8	2.33	4.5	3.33	3		42.45739746	-71.21779633
R_3Vjsp8uIcWjkMlL	50.153.149.12	7/13/15 20:38	7/13/15 20:47	1	1	2	2	3	1	0	0	0	1	0	0	1	0	1	0	0	4	1	23	2446	2446	White European	1	0		6	4	1	4	1		3	4	5	4	3	4	3	4	5	5	4	5	3	3	3	3	4	3	4	4	3	4	2	4	3.67	3.25	3.33	3.5		42.2736969	-71.08999634
R_6VuQlrLPWH4RnMx	170.223.159.53	7/27/15 11:20	7/27/15 11:28	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	22	2446	2446	White European	1	0		6	7	1	4	3		2	5	5	5	5	5	2	5	5	5	5	5	4	2	5	5	5	2	5	2	2	2	2	5	4.5	2	2.67	3		42.34509277	-71.09929657
R_eOHNNDC7HcZ8szr	209.6.131.193	7/11/15 21:23	7/11/15 21:28	1	1	1	1	3	1	0	0	0	1	0	0	0	0	1	1	0	3	2	31	2446	2446	White European	1	0		7	6	1	4	1		3	4	2	4	3	4	2	2	2	5	4	5	5	1	4	4	2	2	4	1	1	1	1	3.4	3.83	1	3.67	3		42.32209778	-71.13339996
R_4UszAknxHX1fcMd	108.20.233.157	7/20/15 13:06	7/20/15 13:18	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	22	2453	2453	White European	1	0		6	8	5	4	3		2	4	4	4	4	5	3	4	3	4	3	5	3	3	3	4	4	4	4	3	2	3	2	4.2	3.67	2.5	3.33	2.5		42.36990356	-71.23529816
R_e2uMOfaQ2XNjhyZ	146.115.139.235	7/10/15 13:24	7/10/15 13:29	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5	2	19	2466	2466	White European	1	0		3	12	5	4	1		4	5	5	5	5	5	4	5	5	4	4	5	2	4	4	4	5	1	5	2	1	3	1	5	3.67	1.75	3.33	3		42.3500061	-71.22689819
R_9YqueA12icepNPv	73.219.220.220	7/13/15 9:21	7/13/15 9:32	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	22	2467	2467	Asian	0	0		4	2	5	4	1		4	4	4	4	2	3	3	2	5	3	3	5	5	1	3	4	5	1	5	4	3	4	1	3.4	3.17	3	4	3		42.31370544	-71.19470215
R_1XkWisNy2AsUpZH	146.115.179.54	7/11/15 9:12	7/11/15 9:29	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	4	2	19	2472	2472	White European	1	0		3	6	5	4	1		4	4	4	3	4	4	2	3	3	3	2	5	4	2	3	4	3	2	5	3	3	5	1	3.8	3.17	3	3.33	3	This helped me realize my true beliefs about the life in the ocean that we don't pay enough attention to.	42.37219238	-71.17870331
R_7NwFnzITm6AMlcp	98.216.191.229	7/14/15 8:27	7/14/15 8:38	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	3	1	32	2472	2472	White European	1	0		6	9	2	4	1		1	5	5	5	5	5	5	5	5	5	5	5	4	2	4	5	5	1	5	2	1	2	1	5	4.17	1.5	3.67	3	 	42.37219238	-71.17870331
R_cuuehDPFDRuBWxn	72.251.71.167	7/14/15 20:39	7/14/15 20:58	1	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	69	2474	2474	Black or African American	0	0		6	2	3	4	1		4	5	5	5	5	5	3	5	5	5	5	5	3	3	5	5	5	1	5	2	2	3	1	5	4.33	2	3	3	None	38.85940552	-90.47579956
R_d3WFRxD01cWJHQp	73.186.70.6	7/27/15 0:40	7/27/15 0:45	1	1	1	2	3	1	0	0	0	1	0	0	1	0	0	0	0	5	2	22	2481	2481	Asian	0	0		4	1	2	4	3		3	5	4	3	3	4	3	4	4	4	4	4	4	2	2	3	4	3	4	4	3	5	4	3.8	3.33	4	3	3		42.35710144	-71.06549835
R_8J40FdkztWi0QAJ	68.53.58.158	7/26/15 23:08	7/26/15 23:15	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	20	2482	2482	Asian	1	0		4	12	5	4	1		3	5	4	4	4	4	3	4	4	5	4	5	4	2	4	3	4	2	4	4	2	5	3	4.2	3.67	3.5	3.33	3		36.13330078	-86.80370331
R_eepEnr5BOdjrp9b	96.252.65.126	7/14/15 7:11	7/14/15 7:29	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	50	2558	2558	White European	1	0		6	6	1	4	1		1	5	4	4	5	4	3	5	4	4	4	5	3	3	5	5	4	1	5	1	1	2	1	4.4	4	1.25	3	3	"I live at the beach less than 1000 feet from the water. During times I lived inland, I missed the beach way beyond what I expected so when I could return, I wasted no time relocating. Wind turbines are a big point of conflict with some folks but I'd rather that be in my back yard than that nuke south of Plymouth. / Very interesting. Thanks!"	41.76359558	-70.71600342
R_cRPwpnnPEe45Yax	73.143.221.212	7/10/15 21:53	7/10/15 22:16	1	1	3	4	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	25	2601	2601	White European	1	0		4	3	2	4	3		1	4	3	2		3	4	5	4	4	4	5	3	3	4	5	5	3	5	2	1	2	1	3	4.17	1.5	3.33	2.5		41.70809937	-70.34049988
R_0DnMj6rXovPR6NT	72.93.11.224	7/17/15 12:58	7/17/15 13:19	1	1	3	4	3	0	0	0	0	0	0	0	0	0	0	0	1	2	1	45	2648	2648	White European	1	0		5	7	1	4	1		1	4	4	3	3	3	4	4	3	4	3	4	3	3	3	3	4	2	4	2	2	2	2	3.4	3.17	2	3.33	2.5		41.66130066	-70.29879761
R_0ccMuYX35uxjiHH	98.118.26.222	7/14/15 10:56	7/14/15 11:07	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	28	2703	2703	White European	1	0		6	5	4	4	1		4	5	5	5	4	5	4	4	4	4	3	5	4	2	5	4	5	1	5	4	2	3	1	4.8	3.67	2.5	3.67	2.5	interesting material!	41.73049927	-71.11450195
R_2nuErdw9OW7GWiN	172.56.34.7	7/27/15 21:48	7/27/15 21:59	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	19	2703	2703	White European	1	0		4	5	1	4	5		2	4	4	3	4	4	3	5	5	4	3	4	4	2	4	4	5	1	4	2	1	3	2	3.8	3.33	2	2.67	3	"Very personable, love the topic. "	40.65010071	-73.94960022
R_4Z0Y1kYXgWdDSf3	107.107.59.2	7/21/15 13:43	7/21/15 13:55	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	30	2703	2703	White European	1	0		7	4	2	4	3		3	5	4	4	4	4	3	3	3	4	4	5	4	2	4	4	4	2	4	3	2	3	2	4.2	3.67	2.5	3.67	2.5	None	40.67019653	-73.89440155
R_cw46VUhKKksccEl	72.219.243.111	7/11/15 12:05	7/11/15 12:15	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	4	2	26	2703	2703	Middle Eastern	0	0		6	5	2	4	3		4	5	4	5	4	4	2	4	3	4	4	5	4	2	3	3	5	3	4	3	2	3	1	4.4	3.5	2.25	3	2		38.75700378	-77.1486969
R_er3efIHEv8lfgah	65.96.94.129	7/16/15 19:40	7/16/15 19:59	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	36	2703	2703	Asian	0	0		6	2	3	4	5		4	3	3	4	3	3	3	4	4	3	2	4	3	3	2	2	3	1	4	4	4	5	2	3.2	2.33	3.75	3	3.5	This was a very interesting survey. It made me think about how I view the ocean in a different way. I wonder about how wind farms might effect things. I wonder if they generate audible noise. That would be something that is also important to consider.	41.75790405	-71.15309906
R_a3E2KGTJdHJC6pL	50.195.55.238	7/20/15 10:44	7/20/15 10:52	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	3	1	32	2719	2719	White European	1	0		6	7	1	4	1		1	4	5	4	4	4	3	4	4	4	3	5	4	2	4	4	4	1	4	2	1	3	1	4.2	3.33	1.75	3.33	3		41.59939575	-72.58789825
R_0DNRjAxdsB6W4jX	76.24.76.60	7/21/15 20:16	7/21/15 20:25	1	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	22	2720	2720	White European	1	0		6	3	1	4	3		1	5	2	4	3	5	5	4	5	5	5	5	3	3	5	5	5	2	5	1	1	2	1	3.8	4.5	1.25	4	3		41.67340088	-71.15110016
R_6KzcPDlHa16dpxr	24.61.137.208	7/15/15 4:04	7/15/15 4:12	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	37	2720	2720	White European	1	0		7	6	1	4	1		4	3	3	3	4	3	2	2	2	4	4	5	4	2	2	3	3	2	4	5	3	5	2	3.2	3.17	3.75	3.67	2.5	very good interface	41.73049927	-71.11450195
R_1CebzxO1cVRmZql	50.164.193.203	7/20/15 15:17	7/20/15 15:27	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	45	2726	2726	White European	1	0		6	6	1	4	3		3	5	5	5	3	5	4	4	4	4	3	5	2	4	4	3	5	2	4	5	3	5	3	4.6	3.33	4	3.67	2.5		41.91130066	-71.12999725
R_3mGJtMvjXL4RzEx	76.23.208.227	7/22/15 23:19	7/22/15 23:31	1	1	1	1	3	1	0	0	0	1	0	0	0	0	1	1	0	5	2	20	2747	2747	White European	1	0		4	1	1	4	1		2	5	4	5	3	4	2	3	5	4	4	5	5	1	4	4	5	2	5	4	2	4	1	4.2	3.83	2.75	3.33	3		41.63540649	-70.9434967
R_0ca6ARQoBohPc5T	74.61.203.22	7/11/15 18:43	7/11/15 18:58	1	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	4	2	20	2766	2766	"Hispanic, Latino or Spanish"	0	0		6	5	5	4	1		1	5	4	5	4	5	5	3	1	5	5	5	5	1	5	5	5	5	5	1	1	1	1	4.6	5	1	4.33	1		42.38009644	-71.06420135
R_cC77pr8ZV3WENs9	71.63.197.184	7/12/15 3:09	7/12/15 3:44	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	27	2780	2780	White European	1	0		4	2	3	4	4	Democratic Socialist	3	5	4	4	4	4	2	2	3	5	5	4	4	2	4	4	3	4	5	2	2	2	2	4.2	4.5	2	3.33	3		45.28739929	-93.43360138
R_37CtGcT1HWsBqGF	97.81.46.172	7/13/15 18:11	7/13/15 18:23	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	19	2790	2790	White European	1	0		4	7	5	4	1		2	5	4	4	4	4	2	5	4	3	2	5	4	2	3	4	5	1	5	5	3	5	1	4.2	3	3.5	2.67	2.5		41.60769653	-71.06759644
R_0qvNtw9fFcThH25	71.117.144.56	7/14/15 20:07	7/14/15 20:14	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	3	1	28	2804	2804	White European	1	0		7	4	1	4	1		1	5	5	4	5	5	4	5	5	5	5	5	3	3	5	5	5	3	5	1	1	1	1	4.8	4.67	1	3.33	3		41.36169434	-71.80239868
R_5nDu09Ohy36sjVr	68.9.41.161	7/14/15 12:46	7/14/15 13:00	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	28	2806	2806	White European	1	0		6	5	2	4	3		4	5	4	5	4	5	3	5	5	3	5	5	4	2	4	5	5	3	5	3	1	3	1	4.6	4.17	2	3	3		41.73950195	-71.32060242
R_ewCJvISccDpFbMx	68.230.156.213	7/14/15 18:10	7/14/15 18:20	1	1	4	3	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	29	2809	2809	White European	1	0		4	7	1	4	3		4	3	3	2	2	2	4	4	4	4	3	4	4	2	3	4	4	4	4	4	3	4	4	2.4	3.67	3.75	3.33	3		41.67829895	-71.27079773
R_e3P6K5pln04v8fb	100.10.53.199	7/11/15 18:24	7/11/15 18:34	1	1	1	1	3	1	0	0	0	1	0	0	1	0	1	1	0	3	1	19	2816	2816	White European	1	0		4	6	5	4	3		4	5	4	4	5	5	3	4	3	3	2	4	4	2	3	3	4	3	3	3	3	3	3	4.6	2.83	3	3	2.5		41.69329834	-71.63950348
R_8e8rphJ7hGXMkGF	68.9.63.93	7/24/15 18:11	7/24/15 18:38	1	2	3	5	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	55	2818	2818	White European	1	0		3	3	3	4	1		3	5	5	5	5	5	5	5	5	4	5	5	2	4	4	5	5	2	4	4	2	2	3	5	4	2.75	3.67	3		41.62980652	-71.66770172
R_8vuug6voyuSHjpP	173.69.40.77	7/12/15 16:51	7/12/15 16:58	1	1	1	1	3	1	0	0	0	1	0	0	1	0	1	1	0	3	1	45	2818	2818	White European	1	0		7	11	2	4	5		1	4	5	3	3	4	2	3	2	4	3	5	4	2	3	4	5	4	3	3	3	2	4	3.8	3.5	3	3.33	1.5		41.58770752	-71.46230316
R_bpvitqE4cXBkRKd	68.14.66.149	7/12/15 18:05	7/12/15 18:14	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	30	2830	2830	White European	1	0		3	6	1	4	1		3	5	3	5	4	5	3	5	5		5	5	4	2	5	5	5	2	5	1	1	1	1	4.4	4.4	1	3	3	Great survey! Thanks!	41.9730072	-71.64219666
R_5bBg3UlRcT9zQXz	72.221.84.17	7/11/15 12:59	7/11/15 13:10	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5	2	31	2832	2832	White European	1	0		7	6	1	4	5		4	3	4	3	4	3	2	4	3	3	3	5	3	3	4	4	4	3	4	3	2	2	2	3.4	3.5	2.25	3	2.5		41.49760437	-71.73600006
R_244JNf9FXQ3l1Fr	24.250.34.30	7/10/15 16:48	7/10/15 17:04	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	49	2840	2840	White European	1	0		4	6	1	4	2		1	4	4	4	3	2	2	5	4	5	4	5	2	4	5	5	4	1	5	3	2	2	2	3.4	4.17	2.25	2.67	3	"i live on the coast of RI, so this is a relevant study to me! "	41.48510742	-71.30750275
R_8v8fFiriLGfB3VP	108.34.151.210	7/15/15 11:40	7/15/15 11:59	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5	1	51	2852	2852	White European	1	0		6	1	3	4	3		2	5	3	4	4	5	4	3	4	4	4	5	4	2	5	4	5	1	4	2	1	1	1	4.2	3.67	1.25	4	2.5		41.58770752	-71.46230316
R_4IthKmgHNSfijaZ	108.34.130.186	7/13/15 17:25	7/13/15 17:36	1	1	2	2	3	0	1	0	0	1	0	0	1	0	1	1	0	3	1	20	2857	2857	White European	1	0		4	5	3	4	3		3	4	2	3	2	4	2	2	2	4	4	4	4	2	4	4	2	4	4	1	3	3	3	3	4	2.5	3.33	3	no feedback	41.88139343	-71.55670166
R_5dvDU4xC3PMBpUF	74.103.224.21	7/20/15 23:35	7/20/15 23:44	1	1	2	1	5	0	0	0	0	0	0	0	0	0	0	0	1	5	2	29	2857	2857	White European	1	0		4	3	1	4	2		4	4	4	4	5	5	2	4	4	4	4	5	5	1	4	3	4	2	4	3	2	4	1	4.4	3.5	2.5	3	3	no comment	41.72990417	-71.2582016
R_4GzUjLh3S2c0q1L	103.8.150.169	7/16/15 5:14	7/16/15 5:21	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	29	2865	2865	American Indian or Alaska Native 	1	0		4	4	1	4	1		2	4	2	2	4	3	2	3	2	4	4	4	4	2	4	3	3	3	4	1	1	1	1	3	3.67	1	3	2.5	None	18.53329468	73.86669922
R_d0Vkm9FXus6u2Xj	72.215.48.154	7/25/15 10:03	7/25/15 10:15	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	59	2878	2878	White European	1	0		6	4	1	4	3		3	3	3	2	3	3	2	2	2	4	3	4	4	2	3	3	2	2	4	4	3	4	3	2.8	3.17	3.5	3.33	3		41.60920715	-71.17440033
R_dhsUh4PunZnqObz	100.10.15.243	7/14/15 18:45	7/14/15 18:59	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	66	2879	2879	White European	1	0		4	4	2	4	3		1	4	5	5	4	3	2	5	3	3	3	5	4	2	4	4	4	2	4	3	2	4	2	4.2	3.33	2.75	2.67	2.5		41.42790222	-71.53639984
R_3sLyrCKhUEA5iPr	173.69.52.94	7/12/15 12:50	7/12/15 12:58	1	1	1	1	3	1	0	0	0	1	0	0	1	0	1	1	0	4	2	22	2882	2882	White European	1	0		6	5	1	4	2		2	5	4	4	5	4	4	4	5	4	4	5	4	2	4	4	5	2	5	1	2	2	1	4.4	3.83	1.5	3.67	3		41.58770752	-71.46230316
R_3JiBpZ5qfHDbJtz	100.10.68.151	7/11/15 8:33	7/11/15 8:44	1	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	1	5	2	34	2886	2886	White European	1	0		7	6	1	4	1		2	4	5	5	5	5	3	5	5	4	5	5	4	2	4	4	4	2	5	2	1	2	1	4.8	4	1.5	3	3.5		41.69700623	-71.52539825
R_d6Gd6yVxVpfiIjb	100.40.102.45	7/22/15 14:59	7/22/15 15:20	1	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	54	2886	2886	White European	1	0		3	5	4	4	1		3	5	4	4	4	4	4	5	5	4	5	5	4	2	5	5	4	2	3	2	1	3	2	4.2	4	2	3.33	3.5		41.70500183	-71.46040344
R_1XqfUEl4ZyIabvT	68.0.245.187	7/26/15 18:12	7/26/15 18:17	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	2	2	30	2889	2889	White European	1	0		6	9	1	4	1		1	4	1	3	4	2	4	2	2	2	4	5	4	2	3	5	3	2	2	4	2	4	2	2.8	3	3	4.33	2.5		41.70080566	-71.39219666
R_2tMHEQd2vOXpeQt	68.0.245.187	7/12/15 17:10	7/12/15 17:17	1	1	1	1	2	1	0	0	0	1	0	0	0	0	0	1	0	3	1	29	2889	2889	Asian	0	0		6	8	1	4	3		3	5	4	4	5	4	2	4	4	5	4	5	4	2	4	4	5	1	4	2	2	2	2	4.4	3.67	2	3	2.5	none	41.70080566	-71.39219666
R_etD7MzYJ7zOuxUN	68.229.93.105	7/11/15 10:05	7/11/15 10:13	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	53	2893	2893	White European	1	0		5	6	1	4	1		1	4	4	4	5	4	4	4	4	5	5	5	4	2	5	5	4	1	5	1	1	1	1	4.2	4.33	1	3.67	3		41.70500183	-71.46040344
R_0HzpeHxYFAbzwqN	72.209.59.61	7/15/15 16:19	7/15/15 16:28	1	1	1	1	4	1	0	0	0	1	0	0	0	0	1	1	0	5	2	20	2895	2895	White European	1	0		4	4	1	4	1		4	4	3	4	4	4	2		4	4	4	5	5	1	4	4	2	4	4	1	1	3	1	3.8	4	1.5	3.5	4	n/a	41.9980011	-71.49410248
R_4Obwgz5yXr8Q3RP	71.117.150.152	7/12/15 13:40	7/12/15 13:50	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	28	2895	2895	White European	1	0		7	6	1	4	3		3	5	4	5	2	4	2	4	4	4	4	5	3	3	4	4	5	1	5	2	2	4	1	4	3.67	2.25	3	2.5		41.9980011	-71.49410248
R_baa2Mxag7IwQRsp	72.93.155.223	7/24/15 9:03	7/24/15 9:17	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	35	2896	2896	White European	1	0		4	5	2	4	1		2	4	4	4	4	3	4	5	4	4	4	5	2	4	4	4	4	3	4	2	1	2	1	3.8	3.83	1.5	3.33	3		42.38969421	-71.5401001
R_afqYVUFMoHSxxfT	68.0.201.172	7/10/15 18:55	7/10/15 19:02	1	1	2		3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	21	2904	2904	White European	1	0		4	7	5	4	3		3	4	4	4	4	4	2	2	4	4	4	4	2	4	2	4	4	2	4		2	2	2	4	3.33	2	3.33	3		41.85450745	-71.43779755
R_8i6VbbG38Fmci2N	70.181.35.233	7/27/15 1:05	7/27/15 1:13	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5	2	29	2905	2905	"Hispanic, Latino or Spanish"	0	0		5	6	1	4	1		2	4	2	3	2	4	2	2	2	4	3	4	5	1	4	5	4	2	4	3	2	2	3	3	3.67	2.5	3.33	2	"None, thank you!"	41.70500183	-71.46040344
R_9tN81z8VG7IYvo9	72.92.229.154	7/24/15 18:13	7/24/15 18:20	1	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	33	2906	2906	White European	1	0		4	6	4	4	1		1	4	4	5	5	4	4	5	5	4	4	5	4	2	4	5	5	1	5	3	2	3	2	4.4	3.83	2.5	3.33	3		41.83790588	-71.39320374
R_4My9hc6sFmvKdBH	173.69.59.152	7/21/15 15:37	7/21/15 15:50	1	2	3	5	2	0	0	0	0	0	0	0	0	0	0	0	1	4	1	22	2908	2908	Black or African American	0	0		6	4	1	4	1		4	4	4	3	4	3	2	4	5	4	4	4	3	3	3	5	3	1	5	3	2	2	1	3.6	3.67	2	2.67	4		41.82069397	-71.44920349
R_a2HfDjdqyEhkt3T	173.69.8.48	7/12/15 19:30	7/12/15 19:39	1	1	2	5	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	21	2910	2910	White European	1	0		6	1	3	4	1		3	4	4	5	4	4	2	4	3	5	4	5	2	4	4	4	3	1	4	1	2	3	2	4.2	3.67	2	3	3		41.76939392	-71.46759796
R_6QknmxyHTy4LkpL	100.40.65.212	7/11/15 5:44	7/11/15 6:05	1	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	36	2914	2914	"Hispanic, Latino or Spanish"	0	0		6	6	1	4	1		3	4	4	3	4	4	4	4	4	4	4	5	4	2	4	5	4	2	4	1	1	2	1	3.8	3.83	1.25	3.67	3	No	41.77270508	-71.35030365
R_7OI0txvPG1Ndt1r	72.200.176.239	7/25/15 9:49	7/25/15 9:54	1	1	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	2	27	2914	2914	White European	1	0		6	5	1	4	1		4	4	2	2	4	2	2	2	2	4	4	4	4	2	4	4	2	2	4	1	1	2	2	2.8	3.67	1.5	3.33	3		41.81329346	-71.36190033
