id,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,ResponseID,race,first_of_many,gender,age,zip_code,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
198,4,0,1,0,1,0,0,1,1,R_71iNBFYHgguGso5,White European,No effect on my attitude,Male,34,6088,High school graduate,"$10,000-$14,999",Out of work,"Yes, I am an MT worker ",Independent,,Never,Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,41.90330505,-72.58540344,70.188.162.151,7/27/15 4:20,7/27/15 4:31,No,Very positive,Encouraged,No difference,None of the Above
199,4,0,1,0,1,0,1,1,1,R_7364pEfSwZbety5,White European,No effect on my attitude,Male,29,6471,Graduate degree or Professional degree ,"$75,000-$99,999",Self-employed,"Yes, I have done many HITs",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.28640747,-72.79560089,32.208.42.3,7/20/15 13:39,7/20/15 13:49,Yes,Very positive,Encouraged,No difference,None of the Above
200,4,1,0,1,1,0,1,1,1,R_74gDGFzRbg17jAV,White European,More likely to support,Male,24,6457,Bechelor degree,"Less than $10,000",Student,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,30.07989502,-95.41719818,74.202.37.34,7/11/15 17:38,7/11/15 17:48,Yes,Positive,Encouraged,No difference,0
201,2,1,1,0,2,1,1,1,2,R_74jwdrwcyshimix,White European,More likely to support,Male,19,6896,Some college credit ,"$75,000-$99,999",Student,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",Very interesting survey. I think wind farms will be a huge part of sustainable energy in the future. ,41.30220032,-73.38829803,67.80.83.174,7/11/15 18:21,7/11/15 18:31,No,Very positive,Encouraged,No difference,None of the Above
202,4,1,2,0,1,2,1,1,1,R_74LJ8nixoVPRv81,White European,No effect on my attitude,Male,41,2364,High school graduate,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",none,41.978302,-70.74669647,108.20.206.217,7/14/15 6:28,7/14/15 6:37,Yes,Positive,Encouraged,Less likely    ,None of the Above
203,3,0,0,1,1,0,0,0,1,R_74mK9ZOkbE0WEnP,White European,More likely to support,Male,20,4910,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,44.5677948,-69.21900177,192.136.174.194,7/14/15 15:47,7/14/15 15:54,Yes,Very positive,Encouraged,More likely,None of the Above
204,3,0,0,1,1,0,0,0,1,R_74n6blPytasQNPn,American Indian or Alaska Native ,More likely to support,Female,32,6339,Associate degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,41.36860657,-71.86370087,73.17.26.48,7/13/15 13:41,7/13/15 13:50,Yes,Very positive,Encouraged,No difference,None of the Above
205,2,1,1,0,1,1,1,1,0,R_77BfnjlVOWOW1y5,White European,No effect on my attitude,Male,39,1830,Bechelor degree,"$100,000-$124,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Disagree,Agree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Stongly Disagree,Strongly Agree,Agree,Stongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",No comments.,42.75300598,-71.08609772,76.23.238.147,7/12/15 18:43,7/12/15 18:50,Yes,Very positive,Encouraged,No difference,None of the Above
206,3,0,0,1,2,0,0,0,1,R_77ekb9Cqx0dSACN,White European,No effect on my attitude,Female,34,2919,Some college credit ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Stongly Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Stongly Disagree,Agree,Agree,Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This survey has opened my eyes to realize that wind turbines can affect the growth of ocean wildlife.,40.73980713,-73.93540192,172.56.22.86,7/15/15 11:34,7/15/15 11:56,Yes,Very positive,Tolerated,No difference,None of the Above
207,2,1,1,0,2,1,1,0,0,R_78HXVWjXQKQgbrv,White European,More likely to support,Male,26,2145,Some college credit ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",None,,"Frequently, 20+ times/year",Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,42.40190125,-71.11930084,209.6.91.105,7/27/15 12:16,7/27/15 12:24,Yes,Very positive,Encouraged,No difference,None of the Above
208,4,0,1,0,1,0,0,1,1,R_78tNW32zHdAnvI9,White European,Much more likely to support,Female,32,6790,Bechelor degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.74240112,-72.69049835,204.130.14.70,7/13/15 11:56,7/13/15 12:02,No,Very positive,Encouraged,No difference,0
209,4,0,2,0,2,2,0,1,1,R_79BO6LOktjfGe2x,White European,More likely to support,Male,41,2364,High school graduate,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Frequently, 20+ times/year",Strongly Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,41.978302,-70.74669647,108.20.206.217,7/27/15 18:08,7/27/15 18:15,Yes,Very positive,Encouraged,Less likely    ,None of the Above
210,1,1,0,1,1,1,2,0,1,R_7NwFnzITm6AMlcp,White European,No effect on my attitude,Female,32,2472,Bechelor degree,"$125,000-$149,000",Self-employed,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean", ,42.37219238,-71.17870331,98.216.191.229,7/14/15 8:27,7/14/15 8:38,Yes,Very positive,Encouraged,Less likely    ,None of the Above
211,3,0,0,1,1,0,0,0,1,R_7Og2Hxys5yl6m7H,White European,No effect on my attitude,Female,31,6359,Bechelor degree,"$100,000-$124,999",Out of work,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Disagree,Neither Agree nor Disagree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,41.36860657,-71.86370087,67.186.178.197,7/11/15 15:15,7/11/15 15:25,Yes,Very positive,Encouraged,Less likely    ,None of the Above
212,3,1,1,1,0,0,1,0,1,R_7OI0txvPG1Ndt1r,White European,Much less likely to support,Male,27,2914,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,41.81329346,-71.36190033,72.200.176.239,7/25/15 9:49,7/25/15 9:54,Yes,Very positive,Encouraged,Less likely    ,0
213,2,1,1,2,2,1,1,1,1,R_7OoNH8Qb3uBnaW9,White European,No effect on my attitude,Male,25,28211,Bechelor degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,35.17070007,-80.79199982,107.219.13.123,7/15/15 17:52,7/15/15 17:58,Yes,Positive,Tolerated,No difference,None of the Above
214,2,1,1,0,1,1,1,1,0,R_7R3j2aVNBbOKO21,White European,Much more likely to support,Female,21,1463,Some college credit ,"$100,000-$124,999",Student,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.66549683,-71.59519958,66.189.91.152,7/26/15 17:48,7/26/15 17:57,Yes,Very positive,Encouraged,No difference,None of the Above
215,4,1,1,1,1,1,1,1,1,R_7TFdGWuq4yWiVvv,American Indian or Alaska Native ,Much more likely to support,Male,36,4106,Some high school,"$15,000-$24,999",Self-employed,"Yes, I am an MT worker ",Other (please specify),Green,"Rarely, 1-5 times/year",Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,43.62530518,-70.29550171,67.253.77.23,7/11/15 14:50,7/11/15 15:05,No,Very positive,Encouraged,No difference,None of the Above
216,2,1,1,0,1,1,1,1,1,R_7Vhp1Tuopm40rFX,Middle Eastern,More likely to support,Female,45,1721,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Disagree,Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Neither Agree nor Disagree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,42.25959778,-71.47029877,98.216.86.25,7/26/15 21:08,7/26/15 21:23,Yes,Very positive,Encouraged,No difference,None of the Above
217,3,0,0,1,1,0,0,0,1,R_7VtR7o43v3unfBr,"Hispanic, Latino or Spanish",More likely to support,Female,24,6110,Some college credit ,"$25,000-$34,999",Out of work,"Yes, I am an MT worker ",Democratic party,,Never,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Stongly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"The talk of nature is exquisite and I enjoy the time to explore more on what we can do to improve nature's habitat and reduce harmful causes of environment such as global warming, forest fires, etc.",41.75270081,-72.75849915,71.235.43.127,7/11/15 19:44,7/11/15 20:19,Yes,Positive,Encouraged,More likely,0
218,3,2,2,2,2,2,2,1,1,R_7ZI9nBbS8V8jeq9,White European,No effect on my attitude,Female,25,1810,Bechelor degree,"$10,000-$14,999",Student,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Agree,Agree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Stongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,37.61920166,-77.4960022,73.40.51.175,7/11/15 9:43,7/11/15 9:49,No,Neutral,Tolerated,Less likely    ,0
219,3,0,0,1,1,0,0,0,1,R_81VySqk5NT9vGxT,White European,Much more likely to support,Female,56,1089,Some college credit ,"$25,000-$34,999",Out of work,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.52789307,-70.92870331,50.153.132.24,7/14/15 13:27,7/14/15 13:35,Yes,Very positive,Encouraged,No difference,None of the Above
220,3,0,0,1,1,0,0,0,1,R_82Py6qhFA9ja7VH,White European,Much more likely to support,Female,34,1524,Graduate degree or Professional degree ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,This is <strong>somewhat like</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",none at this time,42.05940247,-71.93560028,40.140.148.2,7/21/15 9:14,7/21/15 9:27,Yes,Very positive,Encouraged,No difference,None of the Above
221,2,1,1,0,1,1,1,1,0,R_86RtqwQWvDwihUN,White European,Much more likely to support,Female,43,1752,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Stongly Disagree,Stongly Disagree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Disagree,Agree,Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",none,42.34579468,-71.55059814,24.91.61.58,7/10/15 18:23,7/10/15 18:33,Yes,Positive,Encouraged,No difference,None of the Above
222,3,0,0,1,1,0,0,0,1,R_8A35Ep4FY0wNQmV,White European,Much more likely to support,Female,27,6469,Bechelor degree,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Strongly Agree,Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,41.35890198,-72.33959961,73.47.230.154,7/12/15 15:44,7/12/15 15:54,Yes,Very positive,Encouraged,No difference,0
223,2,1,1,2,1,1,1,1,1,R_8bL6I05G7NV5TqB,White European,No effect on my attitude,Female,27,4062,Associate degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",None,,"Sometimes, 10-20 times/year",Agree,Disagree,Strongly Agree,Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Strongly Agree,Disagree,Agree,Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,43.79400635,-70.39790344,104.228.226.166,7/10/15 18:56,7/10/15 19:08,No,Positive,Discouraged,No difference,None of the Above
224,2,1,1,0,1,1,1,1,1,R_8BQwbFdBUl9Ps8t,American Indian or Alaska Native ,Much more likely to support,Male,19,2324,Some college credit ,"Less than $10,000",Student,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Stongly Disagree,Disagree,Agree,Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.0644989,-71.08709717,204.144.15.5,7/15/15 9:15,7/15/15 9:24,Yes,Very positive,Encouraged,More likely,0
225,1,1,1,0,1,1,0,0,0,R_8c8AuB5J2crS6Il,Black or African American,Less likely to support,Male,38,2169,Bechelor degree,"$150,000-$174,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,-99,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,no,19.98330688,73.80000305,14.195.70.110,7/21/15 6:09,7/21/15 6:18,No,Positive,Tolerated,More likely,None of the Above
226,3,0,0,0,0,0,0,1,1,R_8CeLwJuUrJIFbiR,White European,No effect on my attitude,Male,34,4740,Associate degree,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,,46.68850708,-67.9910965,67.253.30.176,7/27/15 5:47,7/27/15 5:51,Yes,Very positive,Encouraged,No difference,None of the Above
227,4,0,1,1,1,0,0,1,1,R_8cTb4VIGELREwHX,White European,More likely to support,Female,36,2155,Bechelor degree,"$25,000-$34,999",Student,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","I think you may have left text out of the top row on the last page of images. The e.g., .... that was included in everything else wasn't there.  / Cool survey. Realized that private vs corporate was influencing my decisions part way through",42.35839844,-71.05979919,4.31.156.226,7/14/15 20:46,7/14/15 21:01,Yes,Very positive,Tolerated,No difference,None of the Above
228,4,0,1,0,1,0,0,1,1,R_8dicYIpm2nFQfiJ,White European,Much more likely to support,Female,35,2067,Bechelor degree,"Less than $10,000",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,52.36669922,4.899993896,86.80.187.183,7/11/15 0:43,7/11/15 0:53,Yes,Very positive,Encouraged,More likely,None of the Above
229,2,0,0,0,0,0,0,0,0,R_8dJVk5zGuA4Ncmp,White European,No effect on my attitude,Male,26,6107,Graduate degree or Professional degree ,"$25,000-$34,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"no feedback, good survey. ",41.75270081,-72.75849915,73.17.41.134,7/14/15 14:26,7/14/15 14:34,Yes,Neutral,Tolerated,No difference,None of the Above
230,3,0,0,1,1,0,0,0,1,R_8e8rphJ7hGXMkGF,White European,Less likely to support,Female,55,2818,High school graduate,"$15,000-$24,999",Out of work,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Agree,Stongly Disagree,Agree,Disagree,Strongly Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,41.62980652,-71.66770172,68.9.63.93,7/24/15 18:11,7/24/15 18:38,No,Neutral,Not sure,Less likely    ,None of the Above
