ResponseID,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,first_of_many,gender,age,zip_code,Amer_Ind,Asian,Black,Hispanic,Island,Middle_East,North_African,White,Other,Other_text,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
R_25g7WY80OPq9fHT,3,0,0,1,1,0,0,0,1,More likely to support,Male,30,6770,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$100,000-$124,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.17370605,-73.1364975,97.107.166.130,7/17/15 6:27,7/17/15 6:36,Yes,Very positive,Encouraged,No difference,None of the Above
R_9ts8xyVpOpJE6jP,3,0,0,1,1,0,0,0,1,Much more likely to support,Female,28,238,0,0,Black or African American,0,0,0,0,0,0,,Bechelor degree,"Less than $10,000",Employed for wages,"Yes, I have done many HITs",Democratic party,,Never,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",I would like to see more green energy options in New England ,42.16960144,-71.06060028,72.74.30.170,7/16/15 22:52,7/17/15 8:25,Yes,Positive,Encouraged,No difference,0
R_0dENC7slP3a5Rd3,3,0,0,1,1,0,0,0,1,Less likely to support,Female,29,1844,0,0,0,0,0,0,0,White European,0,,Associate degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",Interesting!,42.27929688,-71.24500275,50.198.83.89,7/17/15 10:55,7/17/15 11:03,Yes,Very positive,Tolerated,No difference,None of the Above
R_a3E2KGTJdHJC6pL,3,0,0,1,1,0,0,0,1,No effect on my attitude,Female,32,2719,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Stongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,41.59939575,-72.58789825,50.195.55.238,7/20/15 10:44,7/20/15 10:52,Yes,Positive,Encouraged,Less likely    ,None of the Above
R_6eWLlRj99hivOEl,3,0,0,1,1,1,0,0,1,Much more likely to support,Male,40,1532,0,0,0,0,0,0,0,White European,0,,Associate degree,"$25,000-$34,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.33859253,-71.85310364,66.189.82.99,7/20/15 10:48,7/20/15 11:03,Yes,Very positive,Encouraged,Much more likely,None of the Above
R_3mAA8qe7emsvCbb,3,0,0,1,1,0,0,0,1,Much more likely to support,Male,28,4330,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$15,000-$24,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,44.40510559,-69.75669861,108.183.156.196,7/20/15 11:09,7/20/15 11:18,No,Very positive,Encouraged,More likely,None of the Above
R_bOU9Q57g5l66dlX,3,0,0,1,1,0,0,0,1,More likely to support,Female,27,6107,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I have done many HITs",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",No issues - thanks!,42.33659363,-71.07260132,50.169.192.18,7/20/15 12:17,7/20/15 12:25,No,Very positive,Encouraged,Much more likely,None of the Above
R_2b1hdLIwKkoNip7,3,0,0,1,1,0,0,0,1,More likely to support,Female,26,2114,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.38000488,-71.13289642,128.103.193.204,7/20/15 13:53,7/20/15 14:04,Yes,Very positive,Encouraged,No difference,None of the Above
R_1YowFFJnbj4Cn09,3,0,0,1,1,0,0,0,1,Much more likely to support,Female,24,6357,0,0,Black or African American,0,0,0,0,0,0,,Bechelor degree,"$50,000-$74,999",Self-employed,"Yes, I am an MT worker ",None,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","My wi-fi connection dropped near the beginning of the survey, so I had to refresh the page/reload the survey. Hopefully this doesn't negatively impact your results. Thanks.",41.4651947,-72.18859863,66.212.201.134,7/20/15 14:18,7/20/15 14:32,No,Very positive,Encouraged,No difference,None of the Above
R_1CebzxO1cVRmZql,3,0,0,1,1,1,0,0,1,No effect on my attitude,Female,45,2726,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,41.91130066,-71.12999725,50.164.193.203,7/20/15 15:17,7/20/15 15:27,Yes,Very positive,Encouraged,No difference,None of the Above
R_5dvDU4xC3PMBpUF,3,0,0,1,1,0,0,0,1,Much more likely to support,Male,29,2857,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$15,000-$24,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Rarely, 1-5 times/year",Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",no comment,41.72990417,-71.2582016,74.103.224.21,7/20/15 23:35,7/20/15 23:44,Yes,Positive,Encouraged,Much more likely,None of the Above
R_d5o2FCPWWgtizcx,3,0,0,1,1,0,0,0,1,No effect on my attitude,Male,41,6450,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$100,000-$124,999",Employed for wages,"Yes, I have done many HITs",Democratic party,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",none thanks,41.67179871,-72.94930267,192.234.2.18,7/21/15 5:23,7/21/15 5:30,Yes,Very positive,Encouraged,No difference,None of the Above
R_4Z7dgqxQPC6fnBr,3,0,0,1,1,0,0,0,1,More likely to support,Female,33,1082,0,0,0,0,Native Hawaiian or Other Pacific Islander,0,0,White European,0,,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Strongly Agree,Agree,Disagree,Stongly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",none,42.29910278,-72.27570343,24.61.237.15,7/21/15 7:09,7/21/15 7:18,Yes,Very positive,Encouraged,No difference,None of the Above
R_06Y0lnVBn4wxJ3L,3,0,0,0,1,1,0,0,1,Much more likely to support,Female,49,6095,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Stongly Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,44.97999573,-93.26380157,198.177.6.251,7/21/15 8:02,7/21/15 8:12,Yes,Very positive,Encouraged,No difference,None of the Above
R_82Py6qhFA9ja7VH,3,0,0,1,1,0,0,0,1,Much more likely to support,Female,34,1524,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,This is <strong>somewhat like</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",none at this time,42.05940247,-71.93560028,40.140.148.2,7/21/15 9:14,7/21/15 9:27,Yes,Very positive,Encouraged,No difference,None of the Above
R_0HTlmcKe5FrddvT,3,0,0,1,1,0,0,0,1,More likely to support,Female,40,6111,0,Asian,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.80799866,-72.25099945,137.99.172.147,7/21/15 11:57,7/21/15 12:05,Yes,Very positive,Encouraged,No difference,0
R_bCvpOiyDDjgNIlT,3,0,0,1,1,0,0,0,1,No effect on my attitude,Female,56,2132,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$100,000-$124,999",A homemaker ,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.28300476,-71.12090302,96.233.19.88,7/21/15 13:44,7/21/15 13:52,Yes,Very positive,Encouraged,No difference,None of the Above
R_1Sb0LO16Jx5TcCV,3,0,0,1,1,0,0,1,1,Much more likely to support,Female,56,1089,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$25,000-$34,999",Retired,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,no thank you,42.50480652,-71.19560242,50.153.135.135,7/21/15 16:49,7/21/15 17:02,Yes,Very positive,Encouraged,No difference,None of the Above
R_3VnUbFlpfJ3Cl5H,3,0,0,1,1,0,0,0,1,More likely to support,Male,34,2920,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.76939392,-71.46759796,74.97.36.122,7/21/15 17:47,7/21/15 17:59,Yes,Very positive,Encouraged,No difference,None of the Above
R_0DNRjAxdsB6W4jX,3,0,0,1,1,0,0,1,1,More likely to support,Female,22,2720,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$15,000-$24,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.67340088,-71.15110016,76.24.76.60,7/21/15 20:16,7/21/15 20:25,No,Very positive,Tolerated,No difference,None of the Above
R_2ajvFuQFZExQl3n,3,0,0,0,1,0,0,0,1,No effect on my attitude,Female,21,1720,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$10,000-$14,999",Out of work,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Disagree,Disagree,Agree,Stongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,40.97079468,-80.3010025,73.40.183.122,7/21/15 20:25,7/21/15 20:39,Yes,Very positive,Encouraged,No difference,None of the Above
R_8wee3dWnHR6iKBT,3,0,0,1,1,0,0,1,1,More likely to support,Male,34,8844,0,0,Black or African American,0,0,0,0,0,0,,Graduate degree or Professional degree ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",None,,"Frequently, 20+ times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Stongly Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",I'm also concern since i'm am renewable energy worker. Me must keep our environment safe.,48.08329773,-1.683303833,88.140.177.151,7/22/15 1:24,7/22/15 1:48,Yes,Positive,Encouraged,No difference,None of the Above
R_6RLjg7evicLqQER,3,0,0,1,1,0,0,0,1,No effect on my attitude,Male,29,3110,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",Fun survey setup,40.7808075,-73.97720337,170.74.55.82,7/22/15 6:28,7/22/15 6:38,Yes,Positive,Encouraged,More likely,None of the Above
R_8vVdzf54XCFnO73,3,0,0,1,1,0,0,0,1,No effect on my attitude,Female,29,3062,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.69309998,-71.30870056,173.166.71.77,7/22/15 10:19,7/22/15 10:51,Yes,Positive,Tolerated,No difference,None of the Above
R_9ZAsE9UBgdjlYgt,3,0,0,1,1,0,0,0,1,No effect on my attitude,Male,34,1824,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$125,000-$149,000",Self-employed,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,42.63389587,-71.29570007,73.143.111.237,7/22/15 12:52,7/22/15 13:11,Yes,Positive,Encouraged,No difference,None of the Above
R_4YM3Z11a6BePDaB,3,0,0,0,0,1,0,1,1,No effect on my attitude,Male,32,2148,0,0,0,0,0,0,0,White European,0,,High school graduate,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",n/a,42.42469788,-71.11119843,98.216.102.187,7/22/15 16:57,7/22/15 17:02,Yes,Very positive,Encouraged,No difference,0
R_0fEAnZ0L0SnIgdv,3,0,1,1,1,0,0,0,1,No effect on my attitude,Male,27,3104,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",Very clear easy to understand survey,42.94030762,-71.4434967,107.3.84.164,7/22/15 20:12,7/22/15 20:25,Yes,Very positive,Tolerated,No difference,0
R_0iHp12NIO4D2gMl,3,0,0,0,0,0,0,0,1,No effect on my attitude,Female,27,2130,0,0,0,0,0,0,0,White European,0,,High school graduate,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,42.2848053,-71.07409668,209.104.229.166,7/23/15 7:29,7/23/15 8:16,Yes,Very positive,Encouraged,No difference,None of the Above
R_0HbxWvLhImRT7IV,3,0,0,1,1,0,0,0,1,No effect on my attitude,Female,25,2144,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",no,42.38279724,-71.09549713,209.6.52.4,7/23/15 11:03,7/23/15 11:17,Yes,Positive,Tolerated,No difference,None of the Above
R_6mVB9yxTAbOOii1,3,0,0,1,1,0,1,0,1,More likely to support,Male,43,3878,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$25,000-$34,999",Retired,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,43.18710327,-70.91000366,24.147.4.38,7/23/15 17:34,7/23/15 17:48,Yes,Very positive,Encouraged,No difference,None of the Above
R_3mkdqQYUUok7oEZ,3,0,0,1,1,0,0,0,1,More likely to support,Male,60,1803,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$100,000-$124,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",I enjoyed it very much.  Good luck!,42.53349304,-71.10359955,24.34.108.0,7/24/15 8:20,7/24/15 8:34,Yes,Very positive,Tolerated,No difference,None of the Above
R_0VwcmZkYWSpWUAZ,3,0,0,1,1,0,0,0,1,Less likely to support,Male,33,1075,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Rarely, 1-5 times/year",Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.68559265,-72.73120117,70.215.19.162,7/24/15 12:05,7/24/15 12:19,Yes,Positive,Encouraged,No difference,None of the Above
